,Area,Perimeter,Convex Area,Solidity,Equivalent Diameter,Major Axis,Minor Axis,Eccentricity,Class
109,28527.0,3924.6887123584747,491608.5,0.05802788194264338,190.58253984208517,831.5266723632812,1039.04931640625,(4.5880178132130586e-17+0.7492801706430646j),1
110,2080.5,255.66399383544922,2674.5,0.7779024116657319,51.46819282645842,48.15426254272461,67.00387573242188,(5.924403893061278e-17+0.9675285800258618j),1
111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
112,97.0,89.79898953437805,137.5,0.7054545454545454,11.11324596323283,5.286689758300781,39.475860595703125,(4.531048660996764e-16+7.399764020371354j),1
113,22578.0,2891.360723733902,119913.5,0.1882857226250589,169.5499998261,380.34613037109375,468.06878662109375,(4.391995522188565e-17+0.7172673011102374j),1
114,1237.5,630.315795302391,14152.0,0.08744347088750706,39.694255713009206,166.52842712402344,239.00848388671875,(6.30401057092301e-17+1.0295230551881747j),1
115,10929.5,562.9432128667831,13080.0,0.8355886850152905,117.96555261678284,100.11412811279297,153.5506591796875,(7.12089705723058e-17+1.1629307425109714j),1
116,4464.0,448.07315504550934,6076.0,0.7346938775510204,75.39059177177062,65.00299072265625,111.56687927246094,(8.541427062195346e-17+1.3949208977057255j),1
117,2078.0,255.42135310173035,2661.5,0.7807627277850836,51.43726056041154,47.8724479675293,65.94881439208984,(5.801796442294418e-17+0.947505263776275j),1
118,377.0,79.25483310222626,398.5,0.946047678795483,21.909160375631842,16.459426879882812,33.39562225341797,(1.0810073552339746e-16+1.7654189860890732j),1
119,2082.5,401.20309829711914,5489.5,0.37936059750432644,51.49292526076739,107.13951873779297,119.58621978759766,(3.036048512142233e-17+0.4958243493970748j),1
120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
121,6127.0,365.1614680290222,6983.0,0.8774165831304597,88.32405499405212,81.2606201171875,101.32320404052734,(4.5606349024502174e-17+0.7448082019445131j),1
122,3630.5,379.60512006282806,5142.5,0.7059795819154108,67.98894150640241,63.715850830078125,104.3946762084961,(7.947216165461464e-17+1.2978788938973467j),1
123,518.0,162.7106761932373,1051.5,0.4926295767950547,25.68147355921802,35.11471939086914,47.01204299926758,(5.4507798565993053e-17+0.8901799049969918j),1
124,3996.0,880.5239473581314,21585.5,0.18512427323897987,71.32927323870412,550.0340576171875,939.346435546875,(8.477020069529354e-17+1.3844024375732473j),1
125,2966.5,216.75230765342712,3076.0,0.9644018205461639,61.457831961897746,56.513118743896484,68.878173828125,(4.266416972440166e-17+0.6967587675745549j),1
126,97.0,89.79898953437805,137.5,0.7054545454545454,11.11324596323283,5.286689758300781,39.475860595703125,(4.531048660996764e-16+7.399764020371354j),1
